iroha-bfv-diagnostics-v1
0	S	canonical v1 bytes	D	runtime context retained in Rust
1	S	canonical v1 bytes	D	runtime context retained in Rust
2	S	canonical v1 bytes	D	runtime context retained in Rust
3	S	Norito-encoded BFV proof input material	D	runtime context retained in Rust
4	S	Norito-encoded BFV proof input material	D	runtime context retained in Rust
5	S	Norito-encoded BFV proof input material	D	runtime context retained in Rust
6	N		S	exact public-key proof input digest must hash self-describing material
7	N		S	caller-bound exact public-key proof input byte digesting must match the typed digest
8	N		S	caller-bound exact public-key proof input byte digest helper must return decoded material
9	N		S	caller-bound exact public-key proof input byte digest helper must return the admitted digest
10	N		S	caller-bound exact public-key proof input admission must return decoded material
11	N		S	exact public-key/proof-input byte admission must return decoded key and material
12	N		S	exact public-key/proof-input byte digest admission must return decoded key, material, and digest
13	N		S	exact public-key/proof-input byte digest admission must return decoded key, material, public-key digest, and proof-input digest
14	S	canonical v1 bytes	S	caller-bound exact public-key proof input admission must reject compressed framing
15	S	canonical v1 bytes	S	caller-bound exact public-key proof input byte digesting must reject compressed framing
16	S	canonical v1 bytes	S	caller-bound exact public-key proof input byte digest helper must reject compressed framing
17	S	public key b	S	caller-bound exact public-key proof input admission must reject malformed caller keys before proof-input framing
18	S	public key b	S	caller-bound exact public-key proof input byte digesting must reject malformed caller keys before proof-input framing
19	S	public key b	S	caller-bound exact public-key proof input byte digest helper must reject malformed caller keys before proof-input framing
20	S	Norito-encoded BFV proof input material	S	caller-bound exact public-key proof input admission must reject non-Norito bytes
21	S	Norito-encoded BFV proof input material	S	caller-bound exact public-key proof input byte digesting must reject non-Norito bytes
22	S	Norito-encoded BFV proof input material	S	caller-bound exact public-key proof input byte digest helper must reject non-Norito bytes
23	S	public key mismatch	S	caller-bound exact public-key proof input admission must reject key substitution
24	S	public key mismatch	S	caller-bound exact public-key proof input byte digesting must reject key substitution
25	S	public key mismatch	S	caller-bound exact public-key proof input byte digest helper must reject key substitution
26	S	canonical v1 bytes	S	exact public-key/proof-input byte admission must reject compressed key framing
27	S	canonical v1 bytes	S	exact public-key/proof-input byte digest admission must reject compressed key framing
28	S	canonical v1 bytes	S	exact public-key/proof-input byte all-digest admission must reject compressed key framing
29	S	canonical v1 bytes	S	exact public-key/proof-input byte admission must reject compressed proof-input framing
30	S	canonical v1 bytes	S	exact public-key/proof-input byte digest admission must reject compressed proof-input framing
31	S	canonical v1 bytes	S	exact public-key/proof-input byte all-digest admission must reject compressed proof-input framing
32	S	seeded BFV encryption residual bound	S	caller-bound exact public-key proof input admission must reject insufficient residual capacity before proof-input framing
33	S	seeded BFV encryption residual bound	S	caller-bound exact public-key proof input byte digesting must reject insufficient residual capacity before proof-input framing
34	S	seeded BFV encryption residual bound	S	caller-bound exact public-key proof input byte digest helper must reject insufficient residual capacity before proof-input framing
35	S	seeded BFV encryption residual bound	S	exact public-key/proof-input byte admission must reject insufficient residual capacity before proof-input framing
36	S	seeded BFV encryption residual bound	S	exact public-key/proof-input byte digest admission must reject insufficient residual capacity before proof-input framing
37	S	seeded BFV encryption residual bound	S	exact public-key/proof-input byte all-digest admission must reject insufficient residual capacity before proof-input framing
38	S	seeded BFV encryption residual bound	S	exact public-key/proof-input byte admission must reject insufficient residual capacity before public-key or proof-input framing
