iroha-bfv-diagnostics-v1
0	N		S	release audit evidence byte derivation must match typed artifact derivation
1	N		S	release audit evidence byte derivation must return decoded artifacts
2	N		S	release audit evidence byte derivation must return decoded evidence
3	N		S	release audit evidence byte digest derivation must return decoded artifacts
4	N		S	release audit evidence byte digest derivation must return decoded evidence
5	N		S	release audit evidence byte digest derivation must return the digest of the derived evidence
6	N		S	release audit evidence all-digest byte derivation must return decoded artifacts
7	N		S	release audit evidence all-digest byte derivation must return decoded evidence
8	N		S	release audit evidence all-digest byte derivation must return the digest of the admitted artifact-bundle bytes
9	N		S	release audit evidence all-digest byte derivation must return the digest of the derived evidence
10	N		S	release audit evidence byte digesting must match typed evidence digesting
11	N		S	release audit evidence byte-pair validation must return the canonical decoded evidence
12	N		S	release audit evidence raw-byte admission must return decoded artifacts
13	N		S	release audit evidence raw-byte admission must return decoded evidence
14	N		S	release audit evidence raw-byte digest admission must return decoded artifacts
15	N		S	release audit evidence raw-byte digest admission must return decoded evidence
16	N		S	release audit evidence raw-byte digest admission must return the digest of the admitted evidence bytes
17	N		S	release audit evidence raw-byte all-digest admission must return decoded artifacts
18	N		S	release audit evidence raw-byte all-digest admission must return decoded evidence
19	N		S	release audit evidence raw-byte all-digest admission must return the digest of the admitted artifact-bundle bytes
20	N		S	release audit evidence raw-byte all-digest admission must return the digest of the admitted evidence bytes
21	S	canonical v1 bytes	S	release audit evidence byte derivation must reject compressed artifact-bundle framing
22	S	canonical v1 bytes	S	release audit evidence decoded byte derivation must reject compressed artifact-bundle framing
23	S	canonical v1 bytes	S	release audit evidence byte validation must reject compressed artifact-bundle framing
24	S	canonical v1 bytes	S	release audit evidence byte digesting must reject compressed artifact-bundle framing
25	S	canonical v1 bytes	S	release audit decoded evidence digesting must reject compressed artifact-bundle framing
26	S	canonical v1 bytes	S	release audit decoded evidence all-digest derivation must reject compressed artifact-bundle framing
27	S	canonical v1 bytes	S	release audit evidence byte-pair validation must reject compressed artifact-bundle framing
28	S	canonical v1 bytes	S	release audit evidence raw-byte admission must reject compressed artifact-bundle framing
29	S	canonical v1 bytes	S	release audit evidence raw-byte digest admission must reject compressed artifact-bundle framing
30	S	canonical v1 bytes	S	release audit evidence raw-byte all-digest admission must reject compressed artifact-bundle framing
31	N		S	compressed release audit evidence bytes must be a structurally equivalent alternate framing
32	S	canonical v1 bytes	S	release audit evidence byte-pair validation must reject compressed evidence framing
33	S	canonical v1 bytes	S	release audit evidence raw-byte admission must reject compressed evidence framing
34	S	canonical v1 bytes	S	release audit evidence raw-byte digest admission must reject compressed evidence framing
35	S	canonical v1 bytes	S	release audit evidence raw-byte all-digest admission must reject compressed evidence framing
36	S	Norito-encoded BFV material	S	release audit evidence byte derivation must reject non-Norito artifact-bundle bytes
37	S	Norito-encoded BFV material	S	release audit evidence decoded byte derivation must reject non-Norito artifact-bundle bytes
38	S	Norito-encoded BFV material	S	release audit decoded evidence digesting must reject non-Norito artifact-bundle bytes
39	S	Norito-encoded BFV material	S	release audit decoded evidence all-digest derivation must reject non-Norito artifact-bundle bytes
40	S	Norito-encoded BFV material	S	release audit evidence byte-pair validation must reject non-Norito artifact-bundle bytes
