sorafs.generate_por_fixtures.inventory_specs.v1
governance_payload	dag_block_0_v1.json	governance_dag_block	json	valid
governance_payload	dag_block_0_v1.to	governance_dag_block	norito	valid
governance_payload	dag_block_1_bad_predecessor_v1.json	governance_dag_block	json	valid
governance_payload	dag_block_1_bad_predecessor_v1.to	governance_dag_block	norito	valid
governance_payload	dag_block_1_v1.json	governance_dag_block	json	valid
governance_payload	dag_block_1_v1.to	governance_dag_block	norito	valid
governance_payload	dag_block_bad_signature_v1.json	governance_dag_block	json	invalid_signature
governance_payload	dag_block_bad_signature_v1.to	governance_dag_block	norito	invalid_signature
governance_payload	dag_block_trailing_bytes_v1.to	governance_dag_block	norito	noncanonical_trailing_bytes
governance_payload	dag_head_bad_predecessor_v1.json	governance_dag_head	json	valid
governance_payload	dag_head_bad_predecessor_v1.to	governance_dag_head	norito	valid
governance_payload	dag_head_bad_signature_v1.json	governance_dag_head	json	invalid_signature
governance_payload	dag_head_bad_signature_v1.to	governance_dag_head	norito	invalid_signature
governance_payload	dag_head_v1.json	governance_dag_head	json	valid
governance_payload	dag_head_v1.to	governance_dag_head	norito	valid
governance_payload	node_v1.json	governance_log_node	json	valid
governance_payload	node_v1.to	governance_log_node	norito	valid
governance_outcome	dag_block_bad_signature_validation_outcome_v1.json	block_bad_signature	Error	SFS-SIG-006
governance_outcome	dag_block_cid_mismatch_validation_outcome_v1.json	block_expected_cid_mismatch	Error	SFS-GOV-004
governance_outcome	dag_block_trailing_bytes_validation_outcome_v1.json	block_noncanonical_trailing_bytes	Error	SFS-NORITO-001
governance_outcome	dag_block_validation_outcome_v1.json	block_valid	Ok	SFS-OK-000
governance_outcome	dag_head_bad_predecessor_validation_outcome_v1.json	head_bad_predecessor	Error	SFS-GOV-006
governance_outcome	dag_head_bad_signature_validation_outcome_v1.json	head_bad_signature	Error	SFS-SIG-007
governance_outcome	dag_head_reordered_validation_outcome_v1.json	head_reordered_blocks	Error	SFS-GOV-006
governance_outcome	dag_head_validation_outcome_v1.json	head_valid	Ok	SFS-OK-000
bundle_scenario	bundle_heterogeneous_positive_validation_outcome_v1.json	1700000001	Ok	SFS-PDP-DIAG-000
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	PdpCommitment	pdp/commitment_v1.to
bundle_payload	PdpChallenge	pdp/challenge_v1.to
bundle_payload	PdpProof	pdp/proof_v1.to
bundle_payload	PorChallenge	por/challenge_v1.to
bundle_payload	PorProof	por/proof_v1.to
bundle_payload	PotrReceipt	potr/receipt_v1.to
bundle_payload	RepairTaskRecord	repair/task_v1.to
bundle_payload	OrderbookOrderRequest	orderbook/order_request_v1.to
bundle_payload	OrderbookOrderCancel	orderbook/order_cancel_v1.to
bundle_payload	OrderbookTradeEvent	orderbook/trade_event_v1.to
bundle_payload	OrderbookSettlementChannel	orderbook/settlement_channel_v1.to
bundle_payload	OrderbookSettlementReceipt	orderbook/settlement_receipt_v1.to
bundle_scenario	bundle_orderbook_bad_signature_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-001
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	PorChallenge	por/challenge_v1.to
bundle_payload	PorProof	por/proof_v1.to
bundle_payload	OrderbookOrderRequest	orderbook/negative/order_request_bad_signature_v1.to
bundle_scenario	bundle_orderbook_trailing_bytes_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-001
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	PorChallenge	por/challenge_v1.to
bundle_payload	PorProof	por/proof_v1.to
bundle_payload	OrderbookOrderRequest	orderbook/negative/order_request_trailing_bytes_v1.to
bundle_scenario	bundle_pdp_duplicate_hot_leaf_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-001
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	PdpCommitment	pdp/commitment_v1.to
bundle_payload	PdpChallenge	pdp/negative/duplicate_hot_leaf_challenge_v1.to
bundle_scenario	bundle_pdp_missing_signature_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-001
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	PdpCommitment	pdp/commitment_v1.to
bundle_payload	PdpChallenge	pdp/challenge_v1.to
bundle_payload	PdpProof	pdp/negative/missing_signature_proof_v1.to
bundle_scenario	bundle_pdp_wrong_provider_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-001
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	PdpCommitment	pdp/commitment_v1.to
bundle_payload	PdpChallenge	pdp/challenge_v1.to
bundle_payload	PdpProof	pdp/negative/wrong_provider_proof_v1.to
bundle_scenario	bundle_repair_manifest_mismatch_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-002
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	RepairTaskRecord	repair/negative/task_manifest_mismatch_v1.to
bundle_scenario	bundle_repair_provider_unassigned_negative_validation_outcome_v1.json	1700000001	Error	SFS-BND-003
bundle_payload	ReplicationOrder	replication_order/order_v1.to
bundle_payload	RepairTaskRecord	repair/negative/task_provider_unassigned_v1.to
bundle_scenario	bundle_routing_admission_positive_validation_outcome_v1.json	300	Ok	SFS-OK-000
bundle_payload	ProviderAdvert	provider_admission/advert_v1.to
bundle_payload	ProviderAdmissionEnvelope	provider_admission/envelope_v1.to
reference_payload	appeal_finance/cancel_asset_lock_v1.json	appeal_finance	cancel_asset_lock	json	valid
reference_payload	appeal_finance/cancel_asset_lock_v1.to	appeal_finance	cancel_asset_lock	norito	valid
reference_payload	appeal_finance/negative/cancel_asset_lock_legacy_missing_expected_v1.json	appeal_finance	cancel_asset_lock	json	invalid_missing_expected_remaining_amount
reference_payload	appeal_finance/negative/cancel_asset_lock_legacy_missing_expected_v1.to	appeal_finance	cancel_asset_lock	norito	invalid_missing_expected_remaining_amount
reference_payload	appeal_finance/negative/cancel_asset_lock_nested_escrow_id_v1.to	appeal_finance	cancel_asset_lock	norito	invalid_nested_escrow_id
reference_payload	appeal_finance/negative/cancel_asset_lock_noncanonical_quantity_v1.json	appeal_finance	cancel_asset_lock	json	invalid_noncanonical_quantity
reference_payload	appeal_finance/negative/cancel_asset_lock_zero_expected_v1.json	appeal_finance	cancel_asset_lock	json	invalid_zero_expected_remaining_amount
reference_payload	appeal_finance/negative/cancel_asset_lock_zero_expected_v1.to	appeal_finance	cancel_asset_lock	norito	invalid_zero_expected_remaining_amount
reference_payload	governance/dag_block_0_v1.json	governance_dag	governance_dag_block	json	valid
reference_payload	governance/dag_block_0_v1.to	governance_dag	governance_dag_block	norito	valid
reference_payload	governance/dag_block_1_bad_predecessor_v1.json	governance_dag	governance_dag_block	json	chain_invalid_predecessor
reference_payload	governance/dag_block_1_bad_predecessor_v1.to	governance_dag	governance_dag_block	norito	chain_invalid_predecessor
reference_payload	governance/dag_block_1_v1.json	governance_dag	governance_dag_block	json	valid
reference_payload	governance/dag_block_1_v1.to	governance_dag	governance_dag_block	norito	valid
reference_payload	governance/dag_block_bad_signature_v1.json	governance_dag	governance_dag_block	json	invalid_signature
reference_payload	governance/dag_block_bad_signature_v1.to	governance_dag	governance_dag_block	norito	invalid_signature
reference_payload	governance/dag_block_trailing_bytes_v1.to	governance_dag	governance_dag_block	norito	noncanonical_trailing_bytes
reference_payload	governance/dag_head_bad_predecessor_v1.json	governance_dag	governance_dag_head	json	chain_invalid_predecessor
reference_payload	governance/dag_head_bad_predecessor_v1.to	governance_dag	governance_dag_head	norito	chain_invalid_predecessor
reference_payload	governance/dag_head_bad_signature_v1.json	governance_dag	governance_dag_head	json	invalid_signature
reference_payload	governance/dag_head_bad_signature_v1.to	governance_dag	governance_dag_head	norito	invalid_signature
reference_payload	governance/dag_head_v1.json	governance_dag	governance_dag_head	json	valid
reference_payload	governance/dag_head_v1.to	governance_dag	governance_dag_head	norito	valid
reference_payload	governance/node_v1.json	governance_dag	governance_log_node	json	valid
reference_payload	governance/node_v1.to	governance_dag	governance_log_node	norito	valid
reference_payload	moderation/governance_node_v1.json	moderation	moderation_ballot_governance_node	json	valid
reference_payload	moderation/governance_node_v1.to	moderation	moderation_ballot_governance_node	norito	valid
reference_payload	orderbook/negative/order_request_bad_signature_v1.json	orderbook	orderbook_order_request	json	invalid_signature
reference_payload	orderbook/negative/order_request_bad_signature_v1.to	orderbook	orderbook_order_request	norito	invalid_signature
reference_payload	orderbook/negative/order_request_trailing_bytes_v1.to	orderbook	orderbook_order_request	norito	noncanonical_trailing_bytes
reference_payload	orderbook/order_cancel_v1.json	orderbook	orderbook_order_cancel	json	valid
reference_payload	orderbook/order_cancel_v1.to	orderbook	orderbook_order_cancel	norito	valid
reference_payload	orderbook/order_request_v1.json	orderbook	orderbook_order_request	json	valid
reference_payload	orderbook/order_request_v1.to	orderbook	orderbook_order_request	norito	valid
reference_payload	orderbook/settlement_channel_v1.json	orderbook	orderbook_settlement_channel	json	valid
reference_payload	orderbook/settlement_channel_v1.to	orderbook	orderbook_settlement_channel	norito	valid
reference_payload	orderbook/settlement_receipt_v1.json	orderbook	orderbook_settlement_receipt	json	valid
reference_payload	orderbook/settlement_receipt_v1.to	orderbook	orderbook_settlement_receipt	norito	valid
reference_payload	orderbook/trade_event_v1.json	orderbook	orderbook_trade_event	json	valid
reference_payload	orderbook/trade_event_v1.to	orderbook	orderbook_trade_event	norito	valid
reference_payload	pdp/challenge_v1.json	pdp	pdp_challenge	json	valid
reference_payload	pdp/challenge_v1.to	pdp	pdp_challenge	norito	valid
reference_payload	pdp/commitment_v1.json	pdp	pdp_commitment	json	valid
reference_payload	pdp/commitment_v1.to	pdp	pdp_commitment	norito	valid
reference_payload	pdp/negative/duplicate_hot_leaf_challenge_v1.json	pdp	pdp_challenge	json	invalid_duplicate_hot_leaf
reference_payload	pdp/negative/duplicate_hot_leaf_challenge_v1.to	pdp	pdp_challenge	norito	invalid_duplicate_hot_leaf
reference_payload	pdp/negative/late_proof_v1.json	pdp	pdp_proof	json	invalid_late_proof
reference_payload	pdp/negative/late_proof_v1.to	pdp	pdp_proof	norito	invalid_late_proof
reference_payload	pdp/negative/missing_hot_leaf_path_proof_v1.json	pdp	pdp_proof	json	invalid_missing_hot_leaf_path
reference_payload	pdp/negative/missing_hot_leaf_path_proof_v1.to	pdp	pdp_proof	norito	invalid_missing_hot_leaf_path
reference_payload	pdp/negative/missing_segment_path_proof_v1.json	pdp	pdp_proof	json	invalid_missing_segment_path
reference_payload	pdp/negative/missing_segment_path_proof_v1.to	pdp	pdp_proof	norito	invalid_missing_segment_path
reference_payload	pdp/negative/missing_signature_proof_v1.json	pdp	pdp_proof	json	invalid_missing_signature
