# owner\tsource-or-tag\tartifact
# Admission disposition is encoded by owner and enforced for every row:
# - kotodama-standard/kotodama-zk: deployable IVM 1.1 CNTR contract
# - predecoder: non-contract IVM 1.1 predecoder fixture
# - default: non-contract generic IVM 1.0 executor with the current ABI hash
kotodama-standard	crates/ivm/docs/examples/01_hajimari.ko	crates/ivm/docs/examples/01_hajimari.to
kotodama-standard	crates/ivm/docs/examples/02_kotoage_public_fn.ko	crates/ivm/docs/examples/02_kotoage_public_fn.to
kotodama-standard	crates/ivm/docs/examples/03_kaizen_permission.ko	crates/ivm/docs/examples/03_kaizen_permission.to
kotodama-standard	crates/ivm/docs/examples/04_foreach_map.ko	crates/ivm/docs/examples/04_foreach_map.to
kotodama-standard	crates/ivm/docs/examples/05_range_for.ko	crates/ivm/docs/examples/05_range_for.to
kotodama-standard	crates/ivm/docs/examples/06_map_ops.ko	crates/ivm/docs/examples/06_map_ops.to
kotodama-standard	crates/ivm/docs/examples/07_set_detail_authority.ko	crates/ivm/docs/examples/07_set_detail_authority.to
kotodama-standard	crates/ivm/docs/examples/08_call_transfer_asset.ko	crates/ivm/docs/examples/08_call_transfer_asset.to
kotodama-standard	crates/ivm/docs/examples/09_struct_and_state.ko	crates/ivm/docs/examples/09_struct_and_state.to
kotodama-zk	crates/ivm/docs/examples/10_meta_header.ko	crates/ivm/docs/examples/10_meta_header.to
kotodama-standard	crates/ivm/docs/examples/11_detail_and_transfer.ko	crates/ivm/docs/examples/11_detail_and_transfer.to
kotodama-standard	crates/ivm/docs/examples/12_nft_flow.ko	crates/ivm/docs/examples/12_nft_flow.to
kotodama-standard	crates/ivm/docs/examples/13_register_and_mint.ko	crates/ivm/docs/examples/13_register_and_mint.to
kotodama-standard	crates/ivm/docs/examples/14_map_sum_take2.ko	crates/ivm/docs/examples/14_map_sum_take2.to
kotodama-standard	crates/ivm/docs/examples/15_modulo.ko	crates/ivm/docs/examples/15_modulo.to
kotodama-standard	crates/ivm/docs/examples/16_register_domain.ko	crates/ivm/docs/examples/16_register_domain.to
kotodama-standard	crates/ivm/docs/examples/18_ternary.ko	crates/ivm/docs/examples/18_ternary.to
kotodama-standard	crates/ivm/docs/examples/19_contract_flow_test.ko	crates/ivm/docs/examples/19_contract_flow_test.to
