standard	crates/ivm/docs/examples/01_hajimari.ko	crates/ivm/docs/examples/01_hajimari.to
standard	crates/ivm/docs/examples/02_kotoage_public_fn.ko	crates/ivm/docs/examples/02_kotoage_public_fn.to
standard	crates/ivm/docs/examples/03_kaizen_permission.ko	crates/ivm/docs/examples/03_kaizen_permission.to
standard	crates/ivm/docs/examples/04_foreach_map.ko	crates/ivm/docs/examples/04_foreach_map.to
standard	crates/ivm/docs/examples/05_range_for.ko	crates/ivm/docs/examples/05_range_for.to
standard	crates/ivm/docs/examples/06_map_ops.ko	crates/ivm/docs/examples/06_map_ops.to
standard	crates/ivm/docs/examples/07_set_detail_authority.ko	crates/ivm/docs/examples/07_set_detail_authority.to
standard	crates/ivm/docs/examples/08_call_transfer_asset.ko	crates/ivm/docs/examples/08_call_transfer_asset.to
standard	crates/ivm/docs/examples/09_struct_and_state.ko	crates/ivm/docs/examples/09_struct_and_state.to
zk	crates/ivm/docs/examples/10_meta_header.ko	crates/ivm/docs/examples/10_meta_header.to
standard	crates/ivm/docs/examples/11_detail_and_transfer.ko	crates/ivm/docs/examples/11_detail_and_transfer.to
standard	crates/ivm/docs/examples/12_nft_flow.ko	crates/ivm/docs/examples/12_nft_flow.to
standard	crates/ivm/docs/examples/13_register_and_mint.ko	crates/ivm/docs/examples/13_register_and_mint.to
standard	crates/ivm/docs/examples/14_map_sum_take2.ko	crates/ivm/docs/examples/14_map_sum_take2.to
standard	crates/ivm/docs/examples/15_modulo.ko	crates/ivm/docs/examples/15_modulo.to
standard	crates/ivm/docs/examples/16_register_domain.ko	crates/ivm/docs/examples/16_register_domain.to
standard	crates/ivm/docs/examples/18_ternary.ko	crates/ivm/docs/examples/18_ternary.to
standard	crates/ivm/docs/examples/19_contract_flow_test.ko	crates/ivm/docs/examples/19_contract_flow_test.to
standard	crates/ivm/tests/data/add.ko	crates/ivm/tests/data/add.to
standard	crates/ivm/tests/data/amm.ko	crates/ivm/tests/data/amm.to
zk	crates/ivm/tests/data/complex.ko	crates/ivm/tests/data/complex.to
zk	crates/ivm/tests/data/control.ko	crates/ivm/tests/data/control.to
standard	crates/ivm/tests/data/mfc.ko	crates/ivm/tests/data/mfc.to
standard	crates/kotodama_lang/src/samples/asset_ops.ko	crates/kotodama_lang/src/samples/asset_ops.to
standard	crates/kotodama_lang/src/samples/create_nft_for_every_user_trigger.ko	crates/kotodama_lang/src/samples/create_nft_for_every_user_trigger.to
standard	crates/kotodama_lang/src/samples/dex_contract.ko	crates/kotodama_lang/src/samples/dex_contract.to
zk	crates/kotodama_lang/src/samples/dex_simple.ko	crates/kotodama_lang/src/samples/dex_simple.to
standard	crates/kotodama_lang/src/samples/domain_ops.ko	crates/kotodama_lang/src/samples/domain_ops.to
standard	crates/kotodama_lang/src/samples/irohaswap.ko	crates/kotodama_lang/src/samples/irohaswap.to
standard	crates/kotodama_lang/src/samples/kotodama_swap.ko	crates/kotodama_lang/src/samples/kotodama_swap.to
standard	crates/kotodama_lang/src/samples/lending_simple.ko	crates/kotodama_lang/src/samples/lending_simple.to
standard	crates/kotodama_lang/src/samples/mint_rose_trigger.ko	crates/kotodama_lang/src/samples/mint_rose_trigger.to
standard	crates/kotodama_lang/src/samples/native_escrow.ko	crates/kotodama_lang/src/samples/native_escrow.to
standard	crates/kotodama_lang/src/samples/perp_funding.ko	crates/kotodama_lang/src/samples/perp_funding.to
standard	crates/kotodama_lang/src/samples/query_assets_and_save_cursor.ko	crates/kotodama_lang/src/samples/query_assets_and_save_cursor.to
standard	crates/kotodama_lang/src/samples/smart_contract_can_filter_queries.ko	crates/kotodama_lang/src/samples/smart_contract_can_filter_queries.to
standard	crates/kotodama_lang/src/samples/stablecoin_simple.ko	crates/kotodama_lang/src/samples/stablecoin_simple.to
standard	crates/kotodama_lang/src/samples/subscription_billing_trigger.ko	crates/kotodama_lang/src/samples/subscription_billing_trigger.to
standard	crates/kotodama_lang/src/samples/subscription_usage_recorder.ko	crates/kotodama_lang/src/samples/subscription_usage_recorder.to
standard	crates/kotodama_lang/src/samples/threshold_escrow.ko	crates/kotodama_lang/src/samples/threshold_escrow.to
standard	crates/kotodama_lang/src/samples/tuple_return_demo.ko	crates/kotodama_lang/src/samples/tuple_return_demo.to
zk	crates/kotodama_lang/src/samples/zk_vote_and_unshield.ko	crates/kotodama_lang/src/samples/zk_vote_and_unshield.to
standard	demo/authority_probe.ko	demo/authority_probe.to
standard	crates/kotodama_lang/src/samples/irohaswap.ko	demo/irohaswap.to
standard	demo/ivm_smoke.ko	demo/ivm_smoke.to
standard	demo/prediction_market.ko	demo/prediction_market.to
standard	examples/transfer/transfer.ko	demo/transfer.to
standard	docs/portal/static/norito-snippets/call-transfer-asset.ko	docs/portal/static/norito-snippets/call-transfer-asset.to
standard	docs/portal/static/norito-snippets/hajimari-entrypoint.ko	docs/portal/static/norito-snippets/hajimari-entrypoint.to
standard	docs/portal/static/norito-snippets/nft-flow.ko	docs/portal/static/norito-snippets/nft-flow.to
standard	docs/portal/static/norito-snippets/register-and-mint.ko	docs/portal/static/norito-snippets/register-and-mint.to
standard	docs/portal/static/norito-snippets/threshold-escrow.ko	docs/portal/static/norito-snippets/threshold-escrow.to
standard	docs/portal/static/norito-snippets/transfer-asset.ko	docs/portal/static/norito-snippets/transfer-asset.to
standard	examples/hello/hello.ko	examples/hello/hello.to
standard	examples/map/map.ko	examples/map/map.to
standard	examples/nft/nft.ko	examples/nft/nft.to
standard	examples/transfer/transfer.ko	examples/transfer/transfer.to
zk	fuzz/attachments/zk/kotodama/zk_shield_example.ko	fuzz/attachments/zk/kotodama/zk_shield_example.to
zk	fuzz/attachments/zk/kotodama/zk_unshield_verify_example.ko	fuzz/attachments/zk/kotodama/zk_unshield_verify_example.to
standard	crates/kotodama_lang/src/samples/create_nft_for_every_user_trigger.ko	integration_tests/fixtures/ivm/create_nft_for_every_user_trigger.to
standard	crates/kotodama_lang/src/samples/mint_rose_trigger.ko	integration_tests/fixtures/ivm/mint_rose_trigger.to
standard	crates/kotodama_lang/src/samples/query_assets_and_save_cursor.ko	integration_tests/fixtures/ivm/query_assets_and_save_cursor.to
standard	crates/kotodama_lang/src/samples/smart_contract_can_filter_queries.ko	integration_tests/fixtures/ivm/smart_contract_can_filter_queries.to
standard	crates/kotodama_lang/src/samples/threshold_escrow.ko	integration_tests/fixtures/ivm/threshold_escrow.to
